latitude,longitude,status_id,water_source_clean,water_source_category,distance_to_primary_road,distance_to_secondary_road,distance_to_tertiary_road,distance_to_city,distance_to_town,local_population_1km,water_point_population,pressure_score,is_urban
-0.5639667,34.50547,Yes,Protected Well,Well,29800.736944489727,3238.930586113142,935.9129051552036,31441.99340984597,7017.732912819276,1414.0,1414.0,4.713333333333333,false
-0.5418083,34.90566,Yes,Protected Well,Well,20566.983121166537,5951.873653546405,859.4006353804269,20846.883191577715,4324.5926684183605,2789.0,478.0,1.593333333333333,false
-0.173453,34.920013,Yes,Borehole/Tubewell,Well,1747.947800504034,10359.690905466145,161.84165805473654,20041.095331226446,161.86037729746616,6694.0,365.0,1.216666666666667,false
-0.9604067,34.417695,Yes,Borehole/Tubewell,Well,49858.42252865146,9625.136684818926,1339.7532538457638,50536.53587094739,12942.567266682738,1179.0,580.0,1.933333333333333,false
-0.552483333,35.00804,Yes,Protected Well,Well,16985.301473096897,1819.117031366258,1.153563512899299,29704.10920439746,7410.014330772699,2780.0,1847.0,6.156666666666666,false
-0.5187,34.57813,Yes,Borehole/Tubewell,Well,25297.61351466689,4311.451244466027,8323.367681475693,26896.951046690847,10433.609331189446,1913.0,829.0,2.763333333333333,false
0.034249998629093,34.68543243408203,Yes,Protected Well,Well,9386.527722132883,262.2816604760975,721.8030287382282,16987.72128419736,4050.3328537529633,3724.0,207.0,0.69,false
-0.7670333,35.0509783,Yes,Protected Well,Well,3952.307345328827,3516.52327823986,3309.373188842409,33318.60464546349,8615.24525434144,1051.0,1051.0,3.503333333333333,false
-0.631597,34.9996574,Yes,Protected Well,Well,9738.780307889556,5091.2361927986,556.6629361024114,26145.813154566724,5347.431173371214,2586.0,1299.0,4.33,false
0.028911666944623,34.68232345581055,Yes,Protected Well,Well,8777.727277539432,167.73016592591046,1242.981398185727,16626.570393925205,4602.41038139669,3244.0,164.0,0.546666666666667,false
-0.134333,34.819667,Yes,Borehole/Tubewell,Well,5637.558938800798,1523.83824810312,3558.5660336232777,8075.991827587489,11832.117257482869,1805.0,400.0,1.333333333333333,false
-0.1318819,34.9751949,Yes,Undefined Well,Well,2713.0363358266404,8577.334152017991,978.4074202528988,24811.390670110748,7694.043096907109,1999.0,80.0,0.266666666666667,false
-0.912400007247925,34.491455078125,Yes,Borehole/Tubewell,Well,40211.07657111298,18371.18213009521,1067.5634592037734,40841.578415735465,4508.265074284788,2071.0,175.0,0.583333333333333,false
-0.5772133,34.8856667,Yes,Protected Well,Well,16064.031406964088,2752.6069304728235,1904.5408919624504,16615.884867923574,5693.095279158032,3195.0,1571.0,5.236666666666666,false
0.0249186502,34.3121530507,Yes,Rainwater Harvesting,Rainwater Harvesting,14419.477303751622,1998.3082044117436,3288.626979413625,51196.15912448124,4843.408510121847,2132.0,1160.0,23.2,false
-0.480213333,34.96882333,Yes,Protected Well,Well,26040.91856711319,5470.345910661955,388.9217685341418,30633.57968075626,10238.080586892003,3122.0,748.0,2.493333333333333,false
0.038091666996479,34.68546676635742,Yes,Protected Well,Well,9533.332587430044,686.1714107172725,480.4478374148404,17366.33999082391,3917.14777816897,4102.0,220.0,0.733333333333333,false
-0.987233340740204,34.43763732910156,Yes,Protected Well,Well,50281.533494544514,8157.915277203599,4.368681087386958,50848.273681638726,9349.260805611675,1715.0,479.0,1.596666666666667,false
